name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp
Volkswagen Jetta 1.6 Trendline,2009.0,249000.00000000003,45000.0,Petrol,Dealer,Manual,First Owner,5,1595.0,102.0
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017.0,650000.0,22200.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73
Mahindra XUV500 AT W10 AWD,2015.0,1170000.0,50000.0,Diesel,Individual,Automatic,First Owner,7,2179.0,140.0
Audi A4 35 TDI Technology,2018.0,3000000.0,34500.0,Diesel,Individual,Automatic,First Owner,5,1968.0,187.74
Mahindra XUV500 2011-2015 W8 FWD,2013.0,700000.0,90000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0
Renault KWID RXT,2016.0,300000.0,64000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Mahindra Bolero GLX,2004.0,250000.0,80000.0,Diesel,Individual,Manual,Third Owner,7,2523.0,
Hyundai Verna 1.6 CRDI,2011.0,450000.0,108000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.3
Maruti Alto 800 LXI,2015.0,310000.0,18000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Honda City i VTEC V,2016.0,900000.0,5000.0,Petrol,Individual,Manual,First Owner,5,1497.0,117.3
Toyota Corolla Altis G,2009.0,296000.0,91000.0,Petrol,Dealer,Manual,First Owner,5,1798.0,138.1
Honda City 1.5 S MT,2010.0,360000.0,98000.0,Petrol,Individual,Manual,Third Owner,5,1497.0,118.0
Hyundai i20 Sportz 1.4 CRDi,2015.0,540000.0,90000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.76
Chevrolet Tavera Neo 3 LS 10 Str,2016.0,409999.0,60000.0,Diesel,Individual,Manual,Second Owner,10,1994.0,105.3
Renault KWID 1.0 RXL,2017.0,250000.0,25000.0,Petrol,Individual,Manual,First Owner,5,999.0,67.0
Renault KWID RXT,2016.0,240000.0,35000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Hyundai Creta 1.6 CRDi SX,2018.0,1175000.0,14548.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2
Mahindra Bolero 2011-2019 ZLX BSIII,2014.0,625000.0,89000.0,Diesel,Dealer,Manual,First Owner,7,2523.0,62.1
Maruti Swift Dzire VXI,2013.0,370000.0,48987.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8
Honda Jazz VX CVT,2018.0,740000.0,20000.0,Petrol,Dealer,Automatic,First Owner,5,1199.0,88.51
Volvo S60 D3 Summum,2012.0,1070000.0,50000.0,Diesel,Dealer,Automatic,First Owner,5,1985.0,163.0
Hyundai i20 1.4 CRDi Sportz,2012.0,500000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1396.0,90.0
Mercedes-Benz S-Class S 350 L,2011.0,1850000.0,57000.0,Petrol,Dealer,Automatic,First Owner,5,3498.0,364.9
Tata Tiago 1.2 Revotron XT,2017.0,390000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0
Maruti Wagon R VXI BS IV,2016.0,385000.0,26000.0,Petrol,Individual,Manual,Second Owner,5,998.0,67.04
Tata Vista TDI LX,2013.0,125000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1405.0,70.0
Ford Ecosport 1.5 Ti VCT MT Trend,2014.0,490000.00000000006,64000.0,Petrol,Dealer,Manual,First Owner,5,1499.0,110.0
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,2018.0,2050000.0,30000.0,Diesel,Dealer,Manual,First Owner,8,2393.0,147.8
Renault Pulse RxZ,2013.0,270000.0,67000.0,Diesel,Individual,Manual,First Owner,5,1461.0,63.12
Honda City i DTEC SV,2014.0,535000.0,44000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6
Hyundai Grand i10 Nios AMT Sportz,2020.0,675000.0,5000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,81.86
Skoda Rapid 1.6 MPI AT Ambition BSIV,2019.0,950000.0,20000.0,Petrol,Individual,Automatic,First Owner,5,1598.0,103.2
Maruti Celerio VXI,2014.0,370000.0,27027.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Mahindra Bolero DI BSIII,2010.0,380000.0,40000.0,Diesel,Individual,Manual,First Owner,7,2523.0,63.0
Maruti Ertiga 1.5 VDI,2017.0,725000.0,63000.0,Diesel,Dealer,Manual,First Owner,7,1498.0,93.87
Maruti Celerio VXI,2016.0,385000.0,35000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Honda Jazz Mode,2011.0,320000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1198.0,90.0
Hyundai Verna 1.6 CRDi SX,2015.0,660000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2
Toyota Fortuner 4x2 Manual,2015.0,1475000.0,96000.0,Diesel,Dealer,Manual,First Owner,7,2982.0,168.5
Honda City i VTEC V,2016.0,685000.0,79000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.3
Maruti Zen Estilo 1.1 LX BSIII,2007.0,70000.0,80000.0,Petrol,Individual,Manual,Second Owner,5,1061.0,64.0
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014.0,521000.0,85000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,120.0
Mahindra Bolero SLX 2WD,2011.0,450000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2523.0,63.0
Mahindra KUV100 NXT D75 K8,2017.0,490000.00000000006,50000.0,Diesel,Dealer,Manual,First Owner,6,1198.0,77.0
Hyundai i10 Era 1.1 iTech SE,2010.0,275000.0,80000.0,Petrol,Individual,Manual,First Owner,5,1086.0,68.05
Maruti Ertiga VDI,2012.0,550000.0,120000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.76
BMW X3 xDrive 20d xLine,2016.0,3400000.0,35000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,187.7
Honda WR-V i-DTEC VX,2018.0,825000.0,15797.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6
Nissan Micra Diesel XV Premium,2012.0,229999.0,166000.0,Diesel,Individual,Manual,Second Owner,5,1461.0,63.1
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015.0,1030000.0000000001,78000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,100.6
Maruti Swift VDI,2013.0,350000.0,90145.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Maruti Zen LXI,2002.0,60000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,5,993.0,60.0
Hyundai Verna CRDi 1.6 AT SX Option,2019.0,1590000.0,9915.0,Diesel,Dealer,Automatic,First Owner,5,1582.0,126.2
Tata Manza ELAN Safire BS IV,2013.0,400000.0,400000.0,Petrol,Individual,Manual,First Owner,5,1368.0,88.8
Maruti Wagon R VXI,2018.0,415000.00000000006,30000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05
Tata Nexon 1.2 Revotron XM,2018.0,625000.0,25000.0,Petrol,Individual,Manual,First Owner,5,1198.0,108.5
Tata Tiago 1.2 Revotron XM Option,2017.0,380000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0
Mahindra Thar 4X4,2012.0,436000.00000000006,18053.0,Diesel,Dealer,Manual,First Owner,7,2498.0,105.0
Mahindra Xylo D2,2011.0,250000.0,120000.0,Diesel,Individual,Manual,First Owner,8,2489.0,95.0
Maruti Wagon R LX,2004.0,110000.00000000001,48500.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Maruti Swift Dzire LDI,2015.0,465000.00000000006,68082.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Toyota Innova 2.5 V Diesel 8-seater,2007.0,600000.0,175000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,102.0
Audi Q5 2.0 TDI,2013.0,2500000.0,25000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,167.6
Maruti Wagon R VXI,2017.0,370000.0,50000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04
Maruti Alto 800 LXI,2015.0,235000.0,49000.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
Hyundai i10 Magna,2008.0,185000.0,82000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9
Honda Civic ZX Diesel BSIV,2020.0,2125000.0,5500.0,Diesel,Dealer,Manual,First Owner,5,1597.0,118.0
Tata Safari Storme EX,2016.0,850000.0,60000.0,Diesel,Individual,Manual,First Owner,7,2179.0,147.94
Hyundai Creta 1.6 CRDi SX,2016.0,900000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2
Maruti Swift Dzire Tour LXI,2016.0,334000.0,62454.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8
Maruti Swift Dzire VXI,2016.0,550000.0,50000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14
BMW X3 xDrive20d,2013.0,2375000.0,37000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,184.0
Audi A4 2.0 TDI Multitronic,2014.0,1650000.0,52100.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,140.0
Maruti Eeco 5 Seater AC BSIV,2015.0,375000.0,58000.0,Petrol,Dealer,Manual,First Owner,5,1196.0,73.0
Maruti Ignis 1.3 Delta,2017.0,480000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Mercedes-Benz CLA Urban Sport 200,2019.0,2995000.0,9000.0,Petrol,Dealer,Automatic,First Owner,5,1991.0,184.0
Renault KWID RXT,2018.0,330000.0,25000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Ford Figo 1.5D Titanium Opt MT,2016.0,459999.0,69000.0,Diesel,Individual,Manual,Second Owner,5,1498.0,99.0
Audi A4 1.8 TFSI Technology Edition,2013.0,1485000.0,80000.0,Petrol,Individual,Automatic,First Owner,5,1798.0,167.62
Toyota Innova 2.5 VX (Diesel) 8 Seater,2016.0,1125000.0,108000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,100.6
Mahindra Scorpio 2.6 Turbo 9 Str,2006.0,250000.0,185000.0,Diesel,Individual,Manual,First Owner,9,2609.0,116.6
Maruti Wagon R AMT VXI,2018.0,448000.0,30000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.0
Mahindra TUV 300 T8,2016.0,509999.0,110000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0
Honda Brio E MT,2013.0,340000.0,63138.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8
Maruti Vitara Brezza VDi,2017.0,750000.0,51777.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Volkswagen Polo Petrol Comfortline 1.2L,2012.0,300000.0,30000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,73.9
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,2012.0,2000000.0,98000.0,Diesel,Dealer,Automatic,First Owner,7,2967.0,241.4
Chevrolet Captiva 2.2 LTZ AWD,2012.0,700000.0,50000.0,Diesel,Individual,Automatic,Second Owner,7,2231.0,184.0
Maruti Wagon R VXI BS IV,2017.0,420000.0,30000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04
Mercedes-Benz E-Class Exclusive E 220 d BSIV,2018.0,5000000.0,25000.0,Diesel,Individual,Automatic,First Owner,5,1950.0,191.7
Tata New Safari 3L Dicor LX 4x2,2007.0,280000.0,160000.0,Diesel,Individual,Manual,Second Owner,7,2956.0,138.1
Hyundai EON Sportz,2017.0,299000.0,14600.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2
Mahindra Scorpio 1.99 S10,2016.0,1100000.0,100000.0,Diesel,Individual,Manual,First Owner,7,1997.0,120.0
Maruti Alto K10 2010-2014 VXI,2011.0,220000.00000000003,55780.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Chevrolet Beat Diesel LS,2012.0,130000.0,105000.0,Diesel,Individual,Manual,First Owner,5,936.0,57.6
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012.0,840000.0,75000.0,Diesel,Dealer,Manual,First Owner,7,2494.0,100.0
Mercedes-Benz M-Class ML 250 CDI,2014.0,2200000.0,70000.0,Diesel,Individual,Automatic,First Owner,5,2143.0,203.2
Datsun GO Plus T Petrol,2018.0,409999.99999999994,30000.0,Petrol,Individual,Manual,First Owner,7,1198.0,67.0
Toyota Corolla Altis G AT,2018.0,1495000.0,26000.0,Petrol,Dealer,Automatic,First Owner,5,1798.0,138.03
Jeep Compass 1.4 Limited,2018.0,1700000.0,25000.0,Petrol,Dealer,Automatic,First Owner,5,1368.0,160.0
Tata Tiago 1.2 Revotron XZ Plus,2019.0,550000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0
Toyota Corolla Altis D-4D J,2015.0,780000.0,129000.0,Diesel,Individual,Manual,Third Owner,5,1364.0,87.2
Ford Figo 1.2P Sports Edition MT,2017.0,500000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1196.0,86.8
Skoda Superb Elegance 2.0 TDI CR AT,2015.0,1275000.0,68000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,138.03
Maruti Wagon R VXI,2005.0,150000.0,80000.0,Petrol,Individual,Manual,Second Owner,5,998.0,67.1
Renault Duster 85PS Diesel RxL Plus,2012.0,645000.0,49083.0,Diesel,Dealer,Manual,First Owner,5,1461.0,83.8
Chevrolet Enjoy Petrol LS 8 Seater,2014.0,389000.0,34900.0,Petrol,Dealer,Manual,First Owner,8,1399.0,98.82
Mahindra Bolero 2011-2019 ZLX,2012.0,520000.0,60000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1
Maruti Alto K10 VXI AGS,2016.0,331000.0,35286.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.05
Maruti Zen Estilo 1.1 VXI BSIII,2007.0,155000.0,30877.0,Petrol,Dealer,Manual,First Owner,5,1061.0,64.0
Mahindra Bolero 2011-2019 ZLX,2012.0,600000.0,75000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1
Nissan Terrano XL 85 PS,2014.0,400000.0,70000.0,Diesel,Individual,Manual,Third Owner,5,1461.0,83.8
Hyundai i20 Active SX Petrol,2019.0,650000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Nissan Micra Diesel XV,2011.0,350000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1461.0,63.1
Hyundai Elantra CRDi SX AT,2016.0,1395000.0,27000.0,Diesel,Dealer,Automatic,First Owner,5,1582.0,126.24
Hyundai i20 Asta (o),2014.0,552000.0,49000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0
Jaguar XF 3.0 Litre S Premium Luxury,2012.0,1550000.0,30000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,270.9
Maruti Wagon R LXI CNG,2015.0,283000.0,128000.0,CNG,Individual,Manual,First Owner,5,998.0,58.16
Hyundai i20 Active 1.4 SX Dual Tone,2016.0,800000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73
Honda BR-V i-DTEC VX MT,2017.0,950000.0,24000.0,Diesel,Dealer,Manual,First Owner,7,1498.0,98.6
Honda City 1.5 V MT,2012.0,575000.0,58000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,118.0
Datsun GO Plus T,2017.0,325000.0,65000.0,Petrol,Dealer,Manual,First Owner,7,1198.0,67.05
Ford Figo Petrol LXI,2012.0,290000.0,25000.0,Petrol,Individual,Manual,First Owner,5,1196.0,70.0
Mahindra XUV500 W11 Option,2020.0,1800000.0,10000.0,Diesel,Individual,Manual,First Owner,7,2179.0,152.87
Honda City 1.5 S MT,2012.0,420000.0,47000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,118.0
Toyota Corolla Altis 1.8 VL CVT,2018.0,1825000.0,11001.0,Petrol,Dealer,Automatic,First Owner,5,1798.0,138.03
Chevrolet Beat Diesel LS,2014.0,220000.00000000003,71000.0,Diesel,Dealer,Manual,First Owner,5,936.0,57.6
Nissan Micra XV CVT,2017.0,560000.0,21500.0,Petrol,Individual,Automatic,First Owner,5,1198.0,76.0
Hyundai Santro Xing GLS,2011.0,250000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.1
Maruti Alto LXi,2010.0,175000.0,58000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3
Hyundai Accent GLE,2005.0,80500.0,50000.0,Petrol,Individual,Manual,Third Owner,5,1495.0,94.0
Hyundai i20 Asta 1.4 CRDi,2015.0,512000.0,99332.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.73
BMW 3 Series GT 320d Luxury Line,2015.0,3000000.0,40000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,184.0
Mercedes-Benz C-Class C 200 Kompressor Elegance AT,2012.0,1275000.0,63000.0,Petrol,Dealer,Automatic,First Owner,5,1796.0,186.0
Maruti Swift VXI Optional,2016.0,550000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Kia Seltos GTX Plus DCT,2019.0,1789999.9999999998,5400.0,Petrol,Dealer,Automatic,First Owner,5,1353.0,138.0
Maruti Baleno Zeta 1.2,2017.0,610000.0,25565.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1
Honda City ZX CVT,2019.0,1350000.0,10000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.6
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,2018.0,980000.0000000001,50000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.96
Honda Accord 2.4 AT,2009.0,400000.0,100000.0,Petrol,Individual,Automatic,Second Owner,5,2354.0,177.6
Maruti SX4 VDI,2012.0,325000.0,175000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,88.8
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016.0,780000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.59
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016.0,675000.0,52000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Chevrolet Beat LS,2016.0,300000.0,15000.0,Petrol,Individual,Manual,First Owner,5,1199.0,76.8
Maruti Wagon R LXI BSIII,2012.0,215000.0,84000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Toyota Corolla Altis Diesel D4DG,2010.0,275000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1364.0,87.2
Ford Figo Diesel EXI,2012.0,220000.0,100000.0,Diesel,Individual,Manual,Second Owner,5,1399.0,68.0
Maruti Wagon R AMT VXI Option,2016.0,445000.0,42000.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.0
Mercedes-Benz GLA Class 200 Sport,2018.0,2800000.0,10000.0,Petrol,Dealer,Automatic,First Owner,5,1991.0,183.0
Maruti Swift ZDi,2013.0,350000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Maruti Baleno Delta 1.2,2017.0,520000.0,65000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1
Toyota Innova Crysta 2016-2020 2.4 G MT 8 STR,2017.0,1350000.0,68000.0,Diesel,Dealer,Manual,First Owner,8,2393.0,147.51
Hyundai Verna VTVT 1.6 AT EX,2018.0,950000.0,35000.0,Petrol,Individual,Automatic,First Owner,5,1591.0,121.3
Hyundai i20 1.4 Asta Option,2018.0,750000.0,38000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73
Maruti Alto 800 LXI,2016.0,275000.0,67100.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
Renault KWID RXT,2016.0,330000.0,50000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016.0,900000.0,100000.0,Diesel,Individual,Manual,First Owner,9,2499.0,72.4
Maruti Swift VXI,2019.0,610000.0,18000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Mahindra TUV 300 T4 Plus,2019.0,750000.0,25000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0
Honda Amaze S Petrol BSIV,2019.0,640000.0,6000.0,Petrol,Individual,Manual,First Owner,5,1199.0,88.76
Hyundai Creta 1.4 CRDi S Plus,2016.0,775000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.7
Tata Sumo Gold EX,2016.0,425000.0,102419.0,Diesel,Dealer,Manual,First Owner,7,2956.0,83.83
Volkswagen Vento Konekt Diesel Highline,2014.0,565000.0,52455.0,Diesel,Dealer,Manual,First Owner,5,1598.0,103.6
Hyundai Verna 1.6 SX VTVT (O) AT,2014.0,690000.0,43000.0,Petrol,Dealer,Automatic,First Owner,5,1591.0,121.4
Maruti Swift Dzire VDi,2008.0,295000.0,79000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9
Ford Fiesta Classic 1.4 Duratorq CLXI,2012.0,450000.0,90165.0,Diesel,Dealer,Manual,First Owner,5,1399.0,67.0
Tata Tiago 1.2 Revotron XZ,2018.0,525000.0,16000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,84.0
Maruti Swift Dzire VXI,2013.0,350000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Maruti Ertiga VXI,2017.0,695000.0,41000.0,Petrol,Dealer,Manual,First Owner,7,1373.0,93.7
Kia Carnival Prestige,2020.0,3200000.0,8800.0,Diesel,Dealer,Automatic,First Owner,7,2199.0,197.2
Tata Tiago 1.2 Revotron XTA,2018.0,415000.00000000006,20000.0,Petrol,Individual,Automatic,First Owner,5,1199.0,84.0
Mahindra Bolero 2011-2019 ZLX,2013.0,600000.0,45000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,2016.0,1600000.0,100000.0,Diesel,Individual,Manual,First Owner,8,2393.0,147.8
Honda Amaze VX Petrol BSIV,2019.0,750000.0,5000.0,Petrol,Individual,Manual,First Owner,5,1199.0,88.76
Toyota Etios Liva GD,2013.0,350000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.06
Maruti Swift Dzire ZXi,2012.0,355000.0,90000.0,Petrol,Individual,Manual,Second Owner,5,1298.0,85.8
Mercedes-Benz C-Class C 220 CDI Avantgarde,2014.0,1365000.0,66000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,170.0
Maruti Alto K10 VXI,2017.0,370000.0,35000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05
Nissan Micra Active XL Option,2014.0,290000.0,52000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,67.04
Hyundai i20 1.2 Sportz,2011.0,315000.0,80000.0,Petrol,Individual,Manual,First Owner,5,1197.0,80.0
Hyundai i20 Asta 1.2,2015.0,630000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83
Hyundai Verna 1.6 SX,2012.0,350000.0,177000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.32
Tata Sumo MKII EX,2010.0,215000.0,82000.0,Diesel,Individual,Manual,First Owner,8,2179.0,118.35
Honda City 1.5 S MT,2011.0,350000.0,130000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,118.0
Hyundai Grand i10 Sportz Celebration Edition,2017.0,560000.0,19000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0
Maruti Alto 800 LXI,2015.0,245000.00000000003,38000.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
Toyota Etios V,2017.0,635000.0,24000.0,Petrol,Dealer,Manual,First Owner,5,1496.0,88.73
Hyundai EON D Lite Plus,2015.0,300000.0,45000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Skoda Superb 1.8 TSI MT,2013.0,430000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1798.0,160.0
Maruti Wagon R CNG LXI,2018.0,425000.0,27823.0,CNG,Dealer,Manual,First Owner,5,998.0,58.33
Maruti Alto LX BSIII,2007.0,118000.0,110000.0,Petrol,Individual,Manual,Second Owner,5,796.0,46.3
Mahindra Bolero SLE,2007.0,229999.99999999997,90000.0,Diesel,Individual,Manual,First Owner,7,2523.0,63.0
Toyota Innova 2.5 G4 Diesel 8-seater,2009.0,725000.0,85500.0,Diesel,Dealer,Manual,First Owner,8,2494.0,102.0
Hyundai Venue SX Diesel,2019.0,1100000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1493.0,98.6
Honda BRV i-VTEC V CVT,2017.0,790000.0,60000.0,Petrol,Individual,Automatic,First Owner,7,1497.0,117.3
Maruti Alto 800 VXI,2020.0,250999.0,30000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012.0,250000.0,100000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,
Maruti Ertiga BSIV ZXI Plus,2018.0,899000.0,12998.0,Petrol,Dealer,Manual,First Owner,7,1373.0,91.1
Maruti Vitara Brezza VDi Option,2018.0,730000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Maruti Wagon R VXI,2016.0,385000.0,33949.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Chevrolet Beat Diesel LS,2014.0,190000.0,74321.0,Diesel,Dealer,Manual,First Owner,5,936.0,56.3
Toyota Innova 2.5 GX (Diesel) 7 Seater,2010.0,840000.0,43221.0,Diesel,Dealer,Manual,First Owner,7,2494.0,100.6
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus,2019.0,985000.0,19338.0,Petrol,Dealer,Manual,First Owner,5,1496.0,120.69
Maruti Alto 800 LXI,2015.0,275000.0,19074.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Mercedes-Benz C-Class C 220 CDI Avantgarde,2015.0,2399000.0,38000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,170.0
Mercedes-Benz M-Class ML 350 4Matic,2014.0,3200000.0,32000.0,Diesel,Dealer,Automatic,First Owner,5,2987.0,165.0
Maruti Swift Dzire 1.2 Lxi BSIV,2012.0,350000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Volkswagen Passat 2.0 TDI AT Comfortline,2012.0,775000.0,75000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,175.0
Ford Aspire 1.5 TDCi Titanium Plus,2016.0,550000.0,111000.0,Diesel,Individual,Manual,First Owner,5,1498.0,99.0
Honda City 1.5 V MT Sunroof,2016.0,754000.0,36070.0,Petrol,Dealer,Manual,First Owner,5,1497.0,116.3
Mercedes-Benz CLS 350,2014.0,3600000.0,33000.0,Petrol,Dealer,Automatic,First Owner,4,3498.0,306.0
Maruti Vitara Brezza ZDi Plus,2016.0,650000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Renault Duster 110PS Diesel RxL,2012.0,375000.0,68000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,108.45
Hyundai Verna 1.6 SX,2013.0,487000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.32
Maruti Ertiga SHVS ZDI,2015.0,770000.0,76000.0,Diesel,Dealer,Manual,First Owner,7,1248.0,88.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,2013.0,549000.0,110000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84
Hyundai Verna 1.6 VTVT S,2015.0,650000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3
Honda Brio S MT,2015.0,339000.0,50000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8
Maruti Ciaz VXi Plus,2015.0,530000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1373.0,91.1
Toyota Fortuner 2016-2021 2.8 2WD AT,2018.0,2950000.0,35000.0,Diesel,Dealer,Automatic,First Owner,7,2755.0,174.5
